date,channel,sessions,revenue,transactions,bounce_rate,avg_session_seconds,financial_year,week_number
2023-07-05,Display,124,0,0,0.2823,72.25,2023,14
2023-07-05,Email,67,3534,3,0.3582,108.7313,2023,14
2023-07-05,Organic Search,3815,8161.8,12,0.227,93.2779,2023,14
2023-07-05,Organic Shopping,30,0,0,0.2333,121.9,2023,14
2023-07-05,Organic Social,473,459.95,2,0.2643,70.9746,2023,14
2023-07-05,Organic Video,0,0,0,0.0,0,2023,14
2023-07-05,Paid Search,2026,9303.75,15,0.1115,160.844,2023,14
2023-07-05,Paid Shopping,1828,2348.8,6,0.3479,58.9469,2023,14
2023-07-05,Paid Social,1030,0,0,0.1233,94.8922,2023,14
2023-07-05,Referral,220,0,0,0.2364,84.5727,2023,14
2023-07-05,SMS,5,0,0,0.6,42.6,2023,14
2023-07-05,Unassigned,47,0,0,0.4894,44.5319,2023,14
2023-07-06,Affiliates,178,3910.8,7,0.236,97.427,2023,14
2023-07-06,Cross-network,363,0,0,0.2893,66.405,2023,14
2023-07-06,Direct,2029,5842.7,9,0.2859,97.2395,2023,14
2023-07-06,Display,78,0,0,0.3462,63.1282,2023,14
2023-07-06,Email,1545,1603.9,4,0.0744,93.0939,2023,14
2023-07-06,Organic Search,3573,7825.65,17,0.2365,93.4436,2023,14
2023-07-06,Organic Shopping,43,0,0,0.4419,47.2093,2023,14
2023-07-06,Organic Social,353,159.95,2,0.204,69.4561,2023,14
2023-07-06,Organic Video,0,0,0,0.0,0,2023,14
2023-07-06,Paid Search,1902,6087.6,13,0.1193,166.0347,2023,14
2023-07-06,Paid Shopping,1967,2109.9806,5,0.3244,60.6233,2023,14
2023-07-06,Paid Social,1007,0,1,0.0943,91.2701,2023,14
2023-07-06,Referral,209,1664.95,2,0.244,115.622,2023,14
2023-07-06,SMS,3,0,0,0.0,41.3333,2023,14
2023-07-06,Unassigned,48,387.95,1,0.5625,91.0417,2023,14
2023-07-07,Affiliates,166,1535.85,3,0.3193,76.747,2023,14
2023-07-07,Cross-network,285,129,1,0.2561,61.9018,2023,14
2023-07-07,Direct,1746,9531.8,10,0.2938,94.744,2023,14
2023-07-07,Display,97,0,0,0.3093,49.5876,2023,14
2023-07-07,Email,537,2388.1638,3,0.2644,90.0503,2023,14
2023-07-07,Organic Search,3279,16627.5958,18,0.2489,88.7786,2023,14
2023-07-07,Organic Shopping,17,0,0,0.2941,97.6471,2023,14
2023-07-07,Organic Social,342,0,0,0.2573,72.1111,2023,14
2023-07-07,Organic Video,0,0,0,0.0,0,2023,14
2023-07-07,Paid Search,1640,5282.75,8,0.1244,152.7768,2023,14
2023-07-07,Paid Shopping,1849,2403.3754,4,0.3304,50.3748,2023,14
2023-07-07,Paid Social,876,0,0,0.1176,88.4954,2023,14
2023-07-07,Referral,208,122.95,1,0.2356,87.8413,2023,14
2023-07-07,SMS,1,0,0,0.0,234,2023,14
2023-07-07,Unassigned,41,0,0,0.5122,72.2439,2023,14
2023-07-08,Affiliates,215,5160.6659,7,0.2558,95.8233,2023,14
2023-07-08,Cross-network,363,0,0,0.314,63.832,2023,14
2023-07-08,Direct,2326,11864.75,13,0.2537,106.7485,2023,14
2023-07-08,Display,128,0,0,0.3516,49.4375,2023,14
2023-07-08,Email,192,2422.95,3,0.2552,101.151,2023,14
2023-07-08,Organic Search,4717,8093.439,12,0.2207,89.8438,2023,14
2023-07-08,Organic Shopping,44,0,0,0.1136,90.2045,2023,14
2023-07-08,Organic Social,428,0,0,0.2266,76.6986,2023,14
2023-07-08,Organic Video,0,0,0,0.0,0,2023,14
2023-07-08,Paid Search,2397,9350.7328,13,0.0997,161.2178,2023,14
2023-07-08,Paid Shopping,2304,5541.0365,12,0.3142,62.7057,2023,14
2023-07-08,Paid Social,976,0,0,0.0932,101.9098,2023,14
2023-07-08,Referral,229,486.95,1,0.2489,100.7904,2023,14
2023-07-08,SMS,3,0,0,0.6667,137.6667,2023,14
2023-07-08,Unassigned,97,0,0,0.4639,105.2887,2023,14
2023-07-09,Affiliates,212,3843.6689,9,0.2123,99.0943,2023,14
2023-07-09,Cross-network,390,0,0,0.3128,80.6513,2023,14
2023-07-09,Direct,2758,13749.1128,23,0.2879,98.0366,2023,14
2023-07-09,Display,120,1199,1,0.1917,92.3,2023,14
2023-07-09,Email,1611,5795.95,6,0.1105,108.8597,2023,14
2023-07-09,Organic Search,4829,3922.6,14,0.2239,92.9739,2023,14
2023-07-09,Organic Shopping,50,1048,1,0.2,82.8,2023,14
2023-07-09,Organic Social,436,0,0,0.2041,78.9312,2023,14
2023-07-09,Organic Video,0,0,0,0.0,0,2023,14
2023-07-09,Paid Search,2550,8103.8,9,0.1086,161.7863,2023,14
2023-07-09,Paid Shopping,2609,7116.75,11,0.3354,66.2192,2023,14
2023-07-09,Paid Social,1132,0,0,0.0981,90.3737,2023,14
2023-07-09,Referral,218,0,0,0.1743,107.8716,2023,14
2023-07-09,SMS,6,678,1,0.3333,65.8333,2023,14
2023-07-09,Unassigned,90,0,1,0.3556,96.7444,2023,14
2023-07-10,Affiliates,224,8510.8,8,0.2857,102.7723,2023,15
2023-07-10,Cross-network,265,0,0,0.3245,60.7547,2023,15
2023-07-10,Direct,2229,7737.8,11,0.2701,98.17,2023,15
2023-07-10,Display,133,0,0,0.2481,59.7444,2023,15
2023-07-10,Email,517,319.95,1,0.2302,110.5377,2023,15
2023-07-10,Organic Search,4422,8752.8,15,0.2352,88.4928,2023,15
2023-07-10,Organic Shopping,40,0,0,0.25,88.35,2023,15
2023-07-10,Organic Social,383,174.95,1,0.235,75.718,2023,15
2023-07-10,Paid Search,2139,7468.85,14,0.1244,159.1655,2023,15
2023-07-10,Paid Shopping,2266,6195.85,6,0.335,57.1452,2023,15
2023-07-10,Paid Social,825,0,0,0.1333,95.4958,2023,15
2023-07-10,Referral,223,774,1,0.287,71.4574,2023,15
2023-07-10,SMS,3,0,0,0.3333,136,2023,15
2023-07-10,Unassigned,70,4191.95,3,0.5286,144.3714,2023,15
2023-07-11,Affiliates,170,2155.9,3,0.3176,75.8118,2023,15
2023-07-11,Cross-network,264,0,0,0.2235,72.7386,2023,15
2023-07-11,Direct,2280,6850.1438,9,0.3053,97.1206,2023,15
2023-07-11,Display,114,0,0,0.2895,57.8421,2023,15
2023-07-11,Email,184,1383.95,1,0.3478,66.8533,2023,15
2023-07-11,Organic Search,3897,9588.55,17,0.2623,80.612,2023,15
2023-07-11,Organic Shopping,36,0,0,0.1944,61.5833,2023,15
2023-07-11,Organic Social,418,378,1,0.2799,57.1507,2023,15
2023-07-11,Paid Search,2011,5352.9,8,0.1273,157.6798,2023,15
2023-07-11,Paid Shopping,2040,2935.8,6,0.3059,57.976,2023,15
2023-07-11,Paid Social,934,0,0,0.1574,93.0503,2023,15
2023-07-11,Referral,195,2399,1,0.3077,82.5744,2023,15
2023-07-11,SMS,3,0,0,0.0,7.3333,2023,15
2023-07-11,Unassigned,51,483.95,1,0.6667,64.8627,2023,15
2023-07-12,Affiliates,161,1789.85,5,0.236,107.6894,2023,15
2023-07-12,Cross-network,218,1299,1,0.2615,69.4587,2023,15
2023-07-12,Direct,2098,14429.2974,17,0.3017,93.7183,2023,15
2023-07-12,Display,96,0,0,0.2813,52.9479,2023,15
2023-07-12,Email,121,98.3541,1,0.3719,112.0992,2023,15
2023-07-12,Organic Search,3710,6778.1599,7,0.2663,85.1199,2023,15
2023-07-12,Organic Shopping,40,0,0,0.2,49.45,2023,15
2023-07-12,Organic Social,375,187.95,1,0.264,66.5307,2023,15
2023-07-12,Paid Search,1830,8016.85,11,0.1153,168.1885,2023,15
2023-07-12,Paid Shopping,2008,5406.85,10,0.3297,60.4054,2023,15
2023-07-12,Paid Social,783,0,0,0.1571,91.5121,2023,15
2023-07-12,Referral,170,0,0,0.3353,79.2412,2023,15
2023-07-12,SMS,4,0,0,0.0,247,2023,15
2023-07-12,Unassigned,50,0,0,0.6,35.1,2023,15
2023-07-13,Affiliates,162,6877.7811,7,0.2531,96.5741,2023,15
2023-07-13,Cross-network,195,0,0,0.2769,65.8256,2023,15
2023-07-13,Direct,1930,6183.9,9,0.2492,95.886,2023,15
2023-07-13,Display,77,0,0,0.3247,84.1299,2023,15
2023-07-13,Email,72,0,0,0.2917,86,2023,15
2023-07-13,Organic Search,3212,6479.2717,11,0.2307,92.0012,2023,15
2023-07-13,Organic Shopping,59,0,0,0.2712,53.7966,2023,15
2023-07-13,Organic Social,293,0,0,0.2491,79.2048,2023,15
2023-07-13,Paid Search,1636,7073.8829,9,0.1284,144.8912,2023,15
2023-07-13,Paid Shopping,1708,455.9,2,0.3419,58.3343,2023,15
2023-07-13,Paid Social,636,0,0,0.1211,97.7877,2023,15
2023-07-13,Referral,207,2170.257,4,0.2947,141.599,2023,15
2023-07-13,SMS,2,0,0,0.5,88,2023,15
2023-07-13,Unassigned,40,0,0,0.6,120.225,2023,15
2023-07-14,Affiliates,144,7656.95,7,0.3056,105.5764,2023,15
2023-07-14,Cross-network,194,0,0,0.3299,60.9227,2023,15
2023-07-14,Direct,2312,4916.2591,9,0.2599,99.7695,2023,15
2023-07-14,Display,76,0,0,0.2237,55.9211,2023,15
2023-07-14,Email,886,2543.95,3,0.0971,117.2472,2023,15
2023-07-14,Organic Search,4064,7576.65,21,0.2298,99.1449,2023,15
2023-07-14,Organic Shopping,49,0,0,0.3878,70.0408,2023,15
2023-07-14,Organic Social,336,0,0,0.2619,64.6726,2023,15
2023-07-14,Paid Search,2089,9247.75,12,0.1388,157.8545,2023,15
2023-07-14,Paid Shopping,1811,2630.4433,6,0.3285,61.7388,2023,15
2023-07-14,Paid Social,574,0,0,0.1237,85.784,2023,15
2023-07-14,Referral,350,166.332,1,0.1943,133.6343,2023,15
2023-07-14,SMS,12,0,0,0.3333,109.1667,2023,15
2023-07-14,Unassigned,47,0,0,0.5957,70.3191,2023,15
2023-07-15,Affiliates,166,5366.8,6,0.2229,91.5422,2023,15
2023-07-15,Cross-network,244,0,0,0.3115,177.4836,2023,15
2023-07-15,Direct,2963,6654.6051,16,0.2771,106.811,2023,15
2023-07-15,Display,102,0,0,0.2647,68.451,2023,15
2023-07-15,Email,241,412.7391,3,0.2158,125.1369,2023,15
2023-07-15,Organic Search,4683,10917.7902,15,0.2278,93.7284,2023,15
2023-07-15,Organic Shopping,39,0,0,0.1538,83.7692,2023,15
2023-07-15,Organic Social,412,0,2,0.2937,68.0437,2023,15
2023-07-15,Organic Video,1,0,0,0.0,488,2023,15
2023-07-15,Paid Search,2405,3649.7,11,0.1035,167.2836,2023,15
2023-07-15,Paid Shopping,2121,782.9,6,0.3173,64.8265,2023,15
2023-07-15,Paid Social,713,0,0,0.0996,92.0603,2023,15
2023-07-15,Referral,249,104.95,1,0.1767,123.1124,2023,15
2023-07-15,SMS,4,0,0,0.75,32.5,2023,15
2023-07-15,Unassigned,107,0,0,0.514,72.1682,2023,15
2023-07-16,Affiliates,222,5475.85,7,0.2432,111.473,2023,15
2023-07-16,Cross-network,258,0,0,0.2791,78.7326,2023,15
2023-07-16,Direct,3202,8982.7,15,0.2577,104.7517,2023,15
2023-07-16,Display,95,0,0,0.2842,76.4842,2023,15
2023-07-16,Email,2066,499,1,0.0968,67.4259,2023,15
2023-07-16,Organic Search,5236,10453.5,27,0.2277,93.7649,2023,15
2023-07-16,Organic Shopping,59,0,0,0.2542,45.3559,2023,15
2023-07-16,Organic Social,418,0,0,0.2584,64.8206,2023,15
2023-07-16,Organic Video,0,0,0,0.0,0,2023,15
2023-07-16,Paid Search,2501,14633.75,16,0.106,167.0348,2023,15
2023-07-16,Paid Shopping,2412,3124.7904,9,0.308,59.5435,2023,15
2023-07-16,Paid Social,817,0,1,0.1187,89.9033,2023,15
2023-07-16,Referral,301,525,1,0.2658,105.8804,2023,15
2023-07-16,SMS,3,0,0,0.3333,107.6667,2023,15
2023-07-16,Unassigned,107,150,1,0.514,116.5421,2023,15
2023-07-17,Affiliates,191,6246.9,7,0.2304,112.4921,2023,16
2023-07-17,Cross-network,215,0,0,0.2837,62.4977,2023,16
2023-07-17,Direct,2321,9584.5,18,0.2632,102.9039,2023,16
2023-07-17,Display,59,0,0,0.2373,65.8305,2023,16
2023-07-17,Email,549,2323.9,4,0.255,67.1403,2023,16
2023-07-17,Organic Search,4401,7491.8,11,0.2538,89.0077,2023,16
2023-07-17,Organic Shopping,49,0,0,0.2653,57.7143,2023,16
2023-07-17,Organic Social,304,0,0,0.2336,83.0987,2023,16
2023-07-17,Organic Video,0,0,0,0.0,0,2023,16
2023-07-17,Paid Search,2019,11035.65,15,0.1288,162.1164,2023,16
2023-07-17,Paid Shopping,1993,1382.8,8,0.3322,59.721,2023,16
2023-07-17,Paid Social,517,0,0,0.1257,79.675,2023,16
2023-07-17,Referral,238,546.95,1,0.3067,81.7059,2023,16
2023-07-17,SMS,1,0,0,0.0,196,2023,16
2023-07-17,Unassigned,57,0,0,0.4737,135.3158,2023,16
2023-07-18,Affiliates,183,4213.9,4,0.2678,94.4754,2023,16
2023-07-18,Cross-network,192,0,0,0.2917,57.0677,2023,16
2023-07-18,Direct,2441,4397.8,8,0.2946,99.7009,2023,16
2023-07-18,Display,79,478,1,0.2532,87.8228,2023,16
2023-07-18,Email,165,0,1,0.297,74.6242,2023,16
2023-07-18,Organic Search,3909,10249.9,9,0.218,92.1335,2023,16
2023-07-18,Organic Shopping,47,0,0,0.2128,51.3404,2023,16
2023-07-18,Organic Social,373,378,1,0.2011,69.5764,2023,16
2023-07-18,Organic Video,0,0,0,0.0,0,2023,16
2023-07-18,Paid Search,1968,5684.65,15,0.1204,164.1585,2023,16
2023-07-18,Paid Shopping,1845,1980.8343,11,0.3089,60.6905,2023,16
2023-07-18,Paid Social,596,0,0,0.1594,75.1107,2023,16
2023-07-18,Referral,202,0,0,0.2723,107.6287,2023,16
2023-07-18,SMS,6,0,0,0.8333,0.8333,2023,16
2023-07-18,Unassigned,55,0,0,0.6182,207.1091,2023,16
2023-07-19,Affiliates,154,4546.2522,7,0.2597,98.987,2023,16
2023-07-19,Cross-network,228,0,0,0.2807,68.2149,2023,16
2023-07-19,Direct,2492,6440.65,12,0.327,89.5337,2023,16
2023-07-19,Display,87,0,0,0.2299,76.7126,2023,16
2023-07-19,Email,93,0,1,0.4194,74.2258,2023,16
2023-07-19,Organic Search,3786,7587.85,14,0.2335,91.6347,2023,16
2023-07-19,Organic Shopping,68,0,0,0.3088,56.6471,2023,16
2023-07-19,Organic Social,268,0,0,0.2015,84.2388,2023,16
2023-07-19,Organic Video,0,0,0,0.0,0,2023,16
2023-07-19,Paid Search,1911,4365.8,10,0.1418,161.3396,2023,16
2023-07-19,Paid Shopping,1891,5123.8,8,0.3168,57.441,2023,16
2023-07-19,Paid Social,552,0,0,0.183,70.1848,2023,16
2023-07-19,Referral,239,0,0,0.3096,97.954,2023,16
2023-07-19,SMS,4,0,0,0.75,0,2023,16
2023-07-19,Unassigned,33,0,0,0.4545,210.1515,2023,16
2023-07-20,Affiliates,171,0,0,0.3684,127.5029,2023,16
2023-07-20,Cross-network,172,0,0,0.343,77.7674,2023,16
2023-07-20,Direct,2421,5255.1477,12,0.3329,94.9447,2023,16
2023-07-20,Display,89,0,0,0.2697,57.618,2023,16
2023-07-20,Email,1390,1765.95,2,0.0914,104.182,2023,16
2023-07-20,Organic Search,3768,11842.6401,18,0.2691,86.6582,2023,16
2023-07-20,Organic Shopping,46,187.95,1,0.413,43.0217,2023,16
2023-07-20,Organic Social,288,0,0,0.2222,73.066,2023,16
2023-07-20,Organic Video,0,0,0,0.0,0,2023,16
2023-07-20,Paid Search,1781,2339.8,7,0.1185,154.1976,2023,16
2023-07-20,Paid Shopping,1669,3633.9,5,0.3451,54.6681,2023,16
2023-07-20,Paid Social,572,0,0,0.1801,92.3514,2023,16
2023-07-20,Referral,210,0,0,0.2381,93.6143,2023,16
2023-07-20,SMS,1,0,0,1,0,2023,16
2023-07-20,Unassigned,55,0,0,0.5818,79.4364,2023,16
2023-07-21,Affiliates,171,2255.95,4,0.2632,79.3977,2023,16
2023-07-21,Cross-network,213,0,0,0.3662,64.4319,2023,16
2023-07-21,Direct,2681,4500.0371,8,0.3644,94.411,2023,16
2023-07-21,Display,61,99,1,0.2459,58.8852,2023,16
2023-07-21,Email,692,0,0,0.2327,96.7543,2023,16
2023-07-21,Organic Search,3723,6441.2781,8,0.2299,92.4502,2023,16
2023-07-21,Organic Shopping,27,0,0,0.3333,80.7778,2023,16
2023-07-21,Organic Social,444,0,0,0.2005,71.2793,2023,16
2023-07-21,Organic Video,0,0,0,0.0,0,2023,16
2023-07-21,Paid Search,1868,4950.7,14,0.1167,163.8255,2023,16
2023-07-21,Paid Shopping,1757,2401.9,4,0.3398,61.2464,2023,16
2023-07-21,Paid Social,836,0,1,0.1758,86.1232,2023,16
2023-07-21,Referral,216,628,1,0.2407,98.0231,2023,16
2023-07-21,SMS,1,0,0,0.0,0,2023,16
2023-07-21,Unassigned,48,0,0,0.5625,47.4583,2023,16
2023-07-22,Affiliates,183,3740,4,0.2568,566.235,2023,16
2023-07-22,Cross-network,256,0,0,0.1914,85.5156,2023,16
2023-07-22,Direct,3705,10195.7105,18,0.3042,103.326,2023,16
2023-07-22,Display,97,0,0,0.2784,74.3299,2023,16
2023-07-22,Email,204,603.95,1,0.2941,95.6471,2023,16
2023-07-22,Organic Search,5222,8550.6,14,0.2078,97.9981,2023,16
2023-07-22,Organic Shopping,49,0,0,0.2449,79.6122,2023,16
2023-07-22,Organic Social,585,0,1,0.1453,80.3897,2023,16
2023-07-22,Organic Video,1,0,0,0.0,210,2023,16
2023-07-22,Paid Search,2765,6467.85,8,0.1078,177.5016,2023,16
2023-07-22,Paid Shopping,1984,6248.7,8,0.3296,66.1235,2023,16
2023-07-22,Paid Social,919,0,0,0.1839,82.8009,2023,16
2023-07-22,Referral,243,1304,1,0.2346,102.6749,2023,16
2023-07-22,SMS,1,0,0,1,0,2023,16
2023-07-22,Unassigned,99,0,0,0.5152,90.7576,2023,16
2023-07-23,Affiliates,252,9342.75,14,0.2579,111.2579,2023,16
2023-07-23,Cross-network,279,0,0,0.319,79.6165,2023,16
2023-07-23,Direct,4126,17941.25,31,0.2622,113.1292,2023,16
2023-07-23,Display,81,0,0,0.2593,67.7531,2023,16
2023-07-23,Email,1837,1533.75,5,0.1034,112.374,2023,16
2023-07-23,Organic Search,6048,18666.453,26,0.2239,101.7733,2023,16
2023-07-23,Organic Shopping,54,0,0,0.2593,84.0185,2023,16
2023-07-23,Organic Social,670,0,0,0.1701,86.7761,2023,16
2023-07-23,Organic Video,0,0,0,0.0,0,2023,16
2023-07-23,Paid Search,3080,7565.6,15,0.1075,173.362,2023,16
2023-07-23,Paid Shopping,2132,1566.8,7,0.3283,63.4475,2023,16
2023-07-23,Paid Social,1061,0,0,0.1697,94.1093,2023,16
2023-07-23,Referral,290,0,0,0.2621,97.8,2023,16
2023-07-23,SMS,1,0,0,1,0,2023,16
2023-07-23,Unassigned,109,3013.95,3,0.4771,116.7064,2023,16
2023-07-24,Affiliates,208,7885,7,0.3269,89.9423,2023,17
2023-07-24,Cross-network,192,0,0,0.2292,103.776,2023,17
2023-07-24,Direct,2811,11244.85,13,0.3326,101.704,2023,17
2023-07-24,Display,101,0,0,0.2376,54.6634,2023,17
2023-07-24,Email,687,162.95,1,0.2373,111.6084,2023,17
2023-07-24,Organic Search,4498,6065.7,13,0.2332,86.9302,2023,17
2023-07-24,Organic Shopping,47,0,0,0.3191,87.0851,2023,17
2023-07-24,Organic Social,120,0,0,0.2833,62.075,2023,17
2023-07-24,Organic Video,1,0,0,1,1,2023,17
2023-07-24,Paid Search,2165,5275.7,13,0.1432,176.3704,2023,17
2023-07-24,Paid Shopping,1512,4925,5,0.3347,58.537,2023,17
2023-07-24,Paid Social,136,0,0,0.25,87.5294,2023,17
2023-07-24,Referral,240,1278,1,0.2292,98.3333,2023,17
2023-07-24,SMS,2,0,0,0.0,30.5,2023,17
2023-07-24,Unassigned,65,0,0,0.6769,43.5231,2023,17
2023-07-25,Affiliates,171,765.95,1,0.3158,70.0175,2023,17
2023-07-25,Cross-network,188,0,0,0.25,64.734,2023,17
2023-07-25,Direct,2639,8779.5901,20,0.3202,93.3642,2023,17
2023-07-25,Display,78,0,0,0.1923,63.8205,2023,17
2023-07-25,Email,196,0,0,0.2704,102.352,2023,17
2023-07-25,Organic Search,3847,7756.9852,10,0.2495,86.6457,2023,17
2023-07-25,Organic Shopping,55,2078,1,0.2364,86.2727,2023,17
2023-07-25,Organic Social,54,247.95,1,0.3333,39.5,2023,17
2023-07-25,Organic Video,0,0,0,0.0,0,2023,17
2023-07-25,Paid Search,1898,4773.9,10,0.1259,155.0047,2023,17
2023-07-25,Paid Shopping,1267,4029.8,5,0.3465,60.5414,2023,17
2023-07-25,Paid Social,8,0,0,0.25,53.125,2023,17
2023-07-25,Referral,163,0,0,0.2883,85.4294,2023,17
2023-07-25,SMS,4,0,0,0.25,25.5,2023,17
2023-07-25,Unassigned,34,0,0,0.5588,88.1765,2023,17
2023-07-26,Affiliates,166,4442.85,4,0.3434,86.6988,2023,17
2023-07-26,Cross-network,173,0,0,0.2775,108.9422,2023,17
2023-07-26,Direct,2425,4625.3669,9,0.3245,99.9538,2023,17
2023-07-26,Display,74,0,0,0.2297,44.9324,2023,17
2023-07-26,Email,131,0,0,0.3053,104.3282,2023,17
2023-07-26,Organic Search,4056,13153.5164,13,0.2411,105.5281,2023,17
2023-07-26,Organic Shopping,52,0,0,0.25,84.2692,2023,17
2023-07-26,Organic Social,129,0,0,0.4574,42.2791,2023,17
2023-07-26,Organic Video,0,0,0,0.0,0,2023,17
2023-07-26,Paid Search,2032,6766.85,10,0.1058,174.7052,2023,17
2023-07-26,Paid Shopping,1244,254.9,3,0.3167,64.1214,2023,17
2023-07-26,Paid Social,0,0,0,0.0,0,2023,17
2023-07-26,Referral,201,1743,2,0.2537,115.8308,2023,17
2023-07-26,SMS,3,0,0,0.6667,7.6667,2023,17
2023-07-26,Unassigned,43,0,0,0.5814,40.9535,2023,17
2023-07-27,Affiliates,150,1577,1,0.3133,63.44,2023,17
2023-07-27,Cross-network,162,0,0,0.2901,539.2963,2023,17
2023-07-27,Direct,2585,5191.7,11,0.3126,100.5656,2023,17
2023-07-27,Display,64,0,0,0.2656,78.6563,2023,17
2023-07-27,Email,1706,0,0,0.095,110.4631,2023,17
2023-07-27,Organic Search,4106,3102.7,10,0.2321,94.2716,2023,17
2023-07-27,Organic Shopping,67,0,0,0.2687,49.194,2023,17
2023-07-27,Organic Social,86,0,0,0.4302,52.9419,2023,17
2023-07-27,Organic Video,0,0,0,0.0,0,2023,17
2023-07-27,Paid Search,2136,6514.8,13,0.1245,167.6114,2023,17
2023-07-27,Paid Shopping,1329,366.9,3,0.304,71.0406,2023,17
2023-07-27,Paid Social,5,0,0,0.2,122,2023,17
2023-07-27,Referral,207,0,0,0.256,118.5556,2023,17
2023-07-27,SMS,2,0,0,1,0,2023,17
2023-07-27,Unassigned,56,0,0,0.5714,73.3571,2023,17
2023-07-28,Affiliates,169,2514.9,3,0.3136,85.6686,2023,17
2023-07-28,Cross-network,122,0,0,0.2623,77.7377,2023,17
2023-07-28,Direct,2328,3212.55,10,0.3488,94.1735,2023,17
2023-07-28,Display,98,0,0,0.2653,60.9082,2023,17
2023-07-28,Email,791,963.85,6,0.2263,106.5019,2023,17
2023-07-28,Organic Search,3806,3937.65,11,0.2359,96.691,2023,17
2023-07-28,Organic Shopping,35,0,0,0.2571,46.4571,2023,17
2023-07-28,Organic Social,89,0,0,0.5843,21.9101,2023,17
2023-07-28,Organic Video,1,0,0,0.0,6,2023,17
2023-07-28,Paid Search,1979,2907.9,9,0.1127,160.9975,2023,17
2023-07-28,Paid Shopping,1255,1536,2,0.3131,69.5657,2023,17
2023-07-28,Paid Social,3,0,0,0.6667,52,2023,17
2023-07-28,Referral,184,0,0,0.2826,121.1685,2023,17
2023-07-28,SMS,3,0,0,1,0,2023,17
2023-07-28,Unassigned,32,0,0,0.5625,159.375,2023,17
2023-07-29,Affiliates,171,6975,4,0.3099,60.7018,2023,17
2023-07-29,Cross-network,99,0,0,0.2828,57.2727,2023,17
2023-07-29,Direct,2732,4563.5041,14,0.3075,108.2354,2023,17
2023-07-29,Display,83,0,0,0.1807,162.8072,2023,17
2023-07-29,Email,210,0,0,0.3333,97.881,2023,17
2023-07-29,Organic Search,4420,6868.7657,10,0.2493,95.7007,2023,17
2023-07-29,Organic Shopping,38,1201.95,1,0.2368,59.9211,2023,17
2023-07-29,Organic Social,581,0,0,0.2427,77.2616,2023,17
2023-07-29,Organic Video,0,0,0,0.0,0,2023,17
2023-07-29,Paid Search,2302,6342.8,12,0.1142,162.1455,2023,17
2023-07-29,Paid Shopping,1566,486.95,2,0.3046,65.3372,2023,17
2023-07-29,Paid Social,920,44.95,1,0.175,91.2261,2023,17
2023-07-29,Referral,220,2037.95,2,0.2182,110.0545,2023,17
2023-07-29,SMS,1,0,0,0.0,1497,2023,17
2023-07-29,Unassigned,76,4154,3,0.5789,63.4605,2023,17
2023-07-30,Affiliates,258,2535.85,4,0.2713,114.8915,2023,17
2023-07-30,Cross-network,107,0,0,0.3271,55.3178,2023,17
2023-07-30,Direct,3483,23539.5086,33,0.3118,103.2288,2023,17
2023-07-30,Display,89,0,0,0.2135,73.6966,2023,17
2023-07-30,Email,924,3445.987,7,0.1212,103.9351,2023,17
2023-07-30,Organic Search,5519,14294.4766,20,0.227,99.1299,2023,17
2023-07-30,Organic Shopping,54,0,0,0.3148,76.1667,2023,17
2023-07-30,Organic Social,605,0,0,0.2446,78.1355,2023,17
2023-07-30,Organic Video,0,0,0,0.0,0,2023,17
2023-07-30,Paid Search,3097,10970.5499,16,0.0985,161.1644,2023,17
2023-07-30,Paid Shopping,1931,1241.9558,4,0.304,70.1766,2023,17
2023-07-30,Paid Social,870,559.95,1,0.1793,86.9678,2023,17
2023-07-30,Referral,217,0,0,0.2581,103.3041,2023,17
2023-07-30,SMS,3,0,0,0.6667,0,2023,17
2023-07-30,Unassigned,93,0,0,0.5699,107.1183,2023,17
2023-07-31,Affiliates,236,5786.9,5,0.322,115.3686,2023,18
2023-07-31,Cross-network,43,0,0,0.3488,112.7209,2023,18
2023-07-31,Direct,2916,6864.8,12,0.3546,92.2678,2023,18
2023-07-31,Display,83,365.95,1,0.2651,83.5422,2023,18
2023-07-31,Email,370,886.9,2,0.273,81.1351,2023,18
2023-07-31,Organic Search,4933,19026.6,23,0.2368,91.9929,2023,18
2023-07-31,Organic Shopping,45,74.95,1,0.2444,59.9556,2023,18
2023-07-31,Organic Social,508,2078,1,0.2421,71.6319,2023,18
2023-07-31,Organic Video,0,0,0,0.0,0,2023,18
2023-07-31,Paid Search,2627,9460.7,14,0.1283,158.0057,2023,18
2023-07-31,Paid Shopping,1578,3730.95,4,0.2852,66.282,2023,18
2023-07-31,Paid Social,675,0,0,0.1644,92.6074,2023,18
2023-07-31,Referral,296,0,0,0.277,92.8649,2023,18
2023-07-31,SMS,3,0,0,0.3333,21.6667,2023,18
2023-07-31,Unassigned,59,0,0,0.6441,56.0339,2023,18
2023-08-01,Affiliates,179,1705.9769,2,0.3128,117.7654,2023,18
2023-08-01,Cross-network,14,279,1,0.6429,50.9286,2023,18
2023-08-01,Direct,4736,14378.65,22,0.2641,101.1189,2023,18
2023-08-01,Display,97,0,0,0.268,76.3711,2023,18
2023-08-01,Email,107,4784.9152,2,0.3925,59.9907,2023,18
2023-08-01,Organic Search,3231,4029.8,7,0.2358,103.8802,2023,18
2023-08-01,Organic Shopping,30,0,0,0.3,61.4333,2023,18
2023-08-01,Organic Social,396,0,1,0.2348,67.1162,2023,18
